date,month_year,airport_group,airport,total_passengers,terminal_passengers,transit_passengers
2015-07-01,July 2015,Non UK Reporting Airports,GUERNSEY,87394,84992,2402
2015-07-01,July 2015,London Area Airports,HEATHROW,7294400,7291749,2651
2015-07-01,July 2015,Other UK Airports,HUMBERSIDE,21454,21310,144
2015-07-01,July 2015,Other UK Airports,INVERNESS,65861,65597,264
2015-07-01,July 2015,Other UK Airports,ISLAY,2770,2730,40
2015-07-01,July 2015,Non UK Reporting Airports,ISLE OF MAN,70494,70353,141
2015-07-01,July 2015,Other UK Airports,ISLES OF SCILLY (ST.MARYS),13185,13185,0
2015-07-01,July 2015,Non UK Reporting Airports,JERSEY,172033,169606,2427
2015-07-01,July 2015,Other UK Airports,KIRKWALL,16084,15137,947
2015-07-01,July 2015,Other UK Airports,LANDS END (ST JUST),7944,7903,41
2015-07-01,July 2015,Other UK Airports,LEEDS BRADFORD,435031,434446,585
2015-07-01,July 2015,Other UK Airports,LERWICK (TINGWALL),523,523,0
2015-07-01,July 2015,Other UK Airports,LIVERPOOL (JOHN LENNON),426945,426574,371
2015-07-01,July 2015,London Area Airports,LONDON CITY,406903,406903,0
2015-07-01,July 2015,London Area Airports,LUTON,1319866,1319848,18
2015-07-01,July 2015,Other UK Airports,LYDD,181,181,0
2015-07-01,July 2015,Other UK Airports,MANCHESTER,2557971,2554961,3010
2015-07-01,July 2015,Other UK Airports,NEWCASTLE,537435,537182,253
2015-07-01,July 2015,Other UK Airports,NEWQUAY,33581,33327,254
2015-07-01,July 2015,Other UK Airports,NORWICH,46346,46346,0
2015-07-01,July 2015,Other UK Airports,OXFORD (KIDLINGTON),0,0,0
2015-07-01,July 2015,Other UK Airports,PRESTWICK,87619,87614,5
2015-07-01,July 2015,Other UK Airports,SCATSTA,24230,24230,0
2015-07-01,July 2015,Other UK Airports,SHOREHAM,54,54,0
2015-07-01,July 2015,Other UK Airports,SOUTHAMPTON,185673,184304,1369
2015-07-01,July 2015,London Area Airports,SOUTHEND,93030,93030,0
2015-07-01,July 2015,London Area Airports,STANSTED,2189779,2188526,1253
2015-07-01,July 2015,Other UK Airports,STORNOWAY,11508,11312,196
2015-07-01,July 2015,Other UK Airports,SUMBURGH,25422,25277,145
2015-07-01,July 2015,Other UK Airports,TIREE,1420,1383,37
2015-07-01,July 2015,Other UK Airports,WICK JOHN O GROATS,2083,2064,19
2015-08-01,August 2015,Other UK Airports,ABERDEEN,319316,319316,0
2015-08-01,August 2015,Non UK Reporting Airports,ALDERNEY,7923,7923,0
2015-08-01,August 2015,Other UK Airports,BARRA,1410,1410,0
2015-08-01,August 2015,Other UK Airports,BELFAST CITY (GEORGE BEST),272355,272355,0
2015-08-01,August 2015,Other UK Airports,BELFAST INTERNATIONAL,466732,466607,125
2015-08-01,August 2015,Other UK Airports,BENBECULA,3071,3071,0
2015-08-01,August 2015,Other UK Airports,BIGGIN HILL,73,73,0
2015-08-01,August 2015,Other UK Airports,BIRMINGHAM,1138448,1137891,557
2015-08-01,August 2015,Other UK Airports,BLACKPOOL,3362,3362,0
2015-08-01,August 2015,Other UK Airports,BOURNEMOUTH,99915,99915,0
2015-08-01,August 2015,Other UK Airports,BRISTOL,776246,775994,252
2015-08-01,August 2015,Other UK Airports,CAMBRIDGE,689,689,0
2015-08-01,August 2015,Other UK Airports,CAMPBELTOWN,949,949,0
2015-08-01,August 2015,Other UK Airports,CARDIFF WALES,149086,149086,0
2015-08-01,August 2015,Other UK Airports,CITY OF DERRY (EGLINTON),25531,25531,0
2015-08-01,August 2015,Other UK Airports,COVENTRY,0,0,0
2015-08-01,August 2015,Other UK Airports,DONCASTER SHEFFIELD,102721,102593,128
2015-08-01,August 2015,Other UK Airports,DUNDEE,2265,2265,0
2015-08-01,August 2015,Other UK Airports,DURHAM TEES VALLEY,11958,11839,119
2015-08-01,August 2015,Other UK Airports,EAST MIDLANDS INTERNATIONAL,561213,560992,221
2015-08-01,August 2015,Other UK Airports,EDINBURGH,1157634,1157634,0
2015-08-01,August 2015,Other UK Airports,EXETER,95960,95960,0
2015-08-01,August 2015,London Area Airports,GATWICK,4529722,4529341,381
2015-08-01,August 2015,Other UK Airports,GLASGOW,879161,878119,1042
2015-08-01,August 2015,Other UK Airports,GLOUCESTERSHIRE,1104,1095,9
2015-08-01,August 2015,Non UK Reporting Airports,GUERNSEY,90276,87594,2682
2015-08-01,August 2015,London Area Airports,HEATHROW,7335456,7332843,2613
2015-08-01,August 2015,Other UK Airports,HUMBERSIDE,22140,21996,144
2015-08-01,August 2015,Other UK Airports,INVERNESS,63423,63315,108
2015-08-01,August 2015,Other UK Airports,ISLAY,3027,3002,25
2015-08-01,August 2015,Non UK Reporting Airports,ISLE OF MAN,72840,72718,122
2015-08-01,August 2015,Other UK Airports,ISLES OF SCILLY (ST.MARYS),13324,13324,0
2015-08-01,August 2015,Non UK Reporting Airports,JERSEY,180732,178708,2024
2015-08-01,August 2015,Other UK Airports,KIRKWALL,15118,14101,1017
2015-08-01,August 2015,Other UK Airports,LANDS END (ST JUST),8260,8213,47
2015-08-01,August 2015,Other UK Airports,LEEDS BRADFORD,451794,451603,191
2015-08-01,August 2015,Other UK Airports,LERWICK (TINGWALL),531,531,0
2015-08-01,August 2015,Other UK Airports,LIVERPOOL (JOHN LENNON),465738,465520,218
2015-08-01,August 2015,London Area Airports,LONDON CITY,354496,354496,0
2015-08-01,August 2015,London Area Airports,LUTON,1366896,1366856,40
2015-08-01,August 2015,Other UK Airports,LYDD,184,184,0
2015-08-01,August 2015,Other UK Airports,MANCHESTER,2690006,2686574,3432
2015-08-01,August 2015,Other UK Airports,NEWCASTLE,547760,547485,275
2015-08-01,August 2015,Other UK Airports,NEWQUAY,34154,33910,244
2015-08-01,August 2015,Other UK Airports,NORWICH,50495,50495,0
2015-08-01,August 2015,Other UK Airports,OXFORD (KIDLINGTON),0,0,0
2015-08-01,August 2015,Other UK Airports,PRESTWICK,75085,75077,8
2015-08-01,August 2015,Other UK Airports,SCATSTA,20644,20644,0
2015-08-01,August 2015,Other UK Airports,SHOREHAM,44,44,0
2015-08-01,August 2015,Other UK Airports,SOUTHAMPTON,188558,186816,1742
2015-08-01,August 2015,London Area Airports,SOUTHEND,94202,94188,14
2015-08-01,August 2015,London Area Airports,STANSTED,2231949,2231759,190
2015-08-01,August 2015,Other UK Airports,STORNOWAY,10832,10636,196
2015-08-01,August 2015,Other UK Airports,SUMBURGH,27840,27628,212
2015-08-01,August 2015,Other UK Airports,TIREE,1105,1091,14
2015-08-01,August 2015,Other UK Airports,WICK JOHN O GROATS,1783,1706,77
2015-09-01,September 2015,Other UK Airports,ABERDEEN,321566,321566,0
2015-09-01,September 2015,Non UK Reporting Airports,ALDERNEY,6089,6089,0
2015-09-01,September 2015,Other UK Airports,BARRA,1250,1250,0
2015-09-01,September 2015,Other UK Airports,BELFAST CITY (GEORGE BEST),243667,243667,0
2015-09-01,September 2015,Other UK Airports,BELFAST INTERNATIONAL,415580,415559,21
2015-09-01,September 2015,Other UK Airports,BENBECULA,3008,3008,0
2015-09-01,September 2015,Other UK Airports,BIGGIN HILL,0,0,0
2015-09-01,September 2015,Other UK Airports,BIRMINGHAM,1042637,1042607,30
2015-09-01,September 2015,Other UK Airports,BLACKPOOL,3492,3492,0
2015-09-01,September 2015,Other UK Airports,BOURNEMOUTH,87802,87653,149
2015-09-01,September 2015,Other UK Airports,BRISTOL,712931,712454,477
2015-09-01,September 2015,Other UK Airports,CAMBRIDGE,1102,1102,0
2015-09-01,September 2015,Other UK Airports,CAMPBELTOWN,902,902,0
2015-09-01,September 2015,Other UK Airports,CARDIFF WALES,150832,150130,702
2015-09-01,September 2015,Other UK Airports,CITY OF DERRY (EGLINTON),22137,22137,0
2015-09-01,September 2015,Other UK Airports,COVENTRY,0,0,0
2015-09-01,September 2015,Other UK Airports,DONCASTER SHEFFIELD,94001,94001,0
2015-09-01,September 2015,Other UK Airports,DUNDEE,2133,2133,0
2015-09-01,September 2015,Other UK Airports,DURHAM TEES VALLEY,12570,12570,0
2015-09-01,September 2015,Other UK Airports,EAST MIDLANDS INTERNATIONAL,505863,505642,221
2015-09-01,September 2015,Other UK Airports,EDINBURGH,1072603,1072603,0
2015-09-01,September 2015,Other UK Airports,EXETER,86765,86765,0
2015-09-01,September 2015,London Area Airports,GATWICK,4047639,4046581,1058
2015-09-01,September 2015,Other UK Airports,GLASGOW,895764,895355,409
2015-09-01,September 2015,Other UK Airports,GLOUCESTERSHIRE,1214,1214,0
2015-09-01,September 2015,Non UK Reporting Airports,GUERNSEY,83306,80529,2777
2015-09-01,September 2015,London Area Airports,HEATHROW,6768954,6766069,2885
2015-09-01,September 2015,Other UK Airports,HUMBERSIDE,21425,21375,50
2015-09-01,September 2015,Other UK Airports,INVERNESS,57251,57111,140
2015-09-01,September 2015,Other UK Airports,ISLAY,3141,3124,17
2015-09-01,September 2015,Non UK Reporting Airports,ISLE OF MAN,68243,68103,140
2015-09-01,September 2015,Other UK Airports,ISLES OF SCILLY (ST.MARYS),12554,12554,0
2015-09-01,September 2015,Non UK Reporting Airports,JERSEY,154868,152915,1953
2015-09-01,September 2015,Other UK Airports,KIRKWALL,14543,13702,841
2015-09-01,September 2015,Other UK Airports,LANDS END (ST JUST),7911,7863,48
2015-09-01,September 2015,Other UK Airports,LEEDS BRADFORD,395950,395699,251
2015-09-01,September 2015,Other UK Airports,LERWICK (TINGWALL),440,440,0
2015-09-01,September 2015,Other UK Airports,LIVERPOOL (JOHN LENNON),393921,393069,852
2015-09-01,September 2015,London Area Airports,LONDON CITY,401391,401391,0
2015-09-01,September 2015,London Area Airports,LUTON,1210112,1210105,7
2015-09-01,September 2015,Other UK Airports,LYDD,88,88,0
2015-09-01,September 2015,Other UK Airports,MANCHESTER,2430388,2427811,2577
2015-09-01,September 2015,Other UK Airports,NEWCASTLE,494878,494657,221
2015-09-01,September 2015,Other UK Airports,NEWQUAY,26146,25856,290
2015-09-01,September 2015,Other UK Airports,NORWICH,51620,51620,0
2015-09-01,September 2015,Other UK Airports,OXFORD (KIDLINGTON),0,0,0
2015-09-01,September 2015,Other UK Airports,PRESTWICK,73382,73123,259
2015-09-01,September 2015,Other UK Airports,SCATSTA,21754,21754,0
2015-09-01,September 2015,Other UK Airports,SHOREHAM,56,56,0
2015-09-01,September 2015,Other UK Airports,SOUTHAMPTON,167009,165454,1555
2015-09-01,September 2015,London Area Airports,SOUTHEND,86083,86083,0
2015-09-01,September 2015,London Area Airports,STANSTED,2041734,2041315,419
2015-09-01,September 2015,Other UK Airports,STORNOWAY,11542,11328,214
2015-09-01,September 2015,Other UK Airports,SUMBURGH,27516,27496,20
2015-09-01,September 2015,Other UK Airports,TIREE,953,919,34
2015-09-01,September 2015,Other UK Airports,WICK JOHN O GROATS,2140,2088,52
2015-10-01,October 2015,Other UK Airports,ABERDEEN,300884,300884,0
2015-10-01,October 2015,Non UK Reporting Airports,ALDERNEY,4838,4838,0
2015-10-01,October 2015,Other UK Airports,BARRA,801,801,0
2015-10-01,October 2015,Other UK Airports,BELFAST CITY (GEORGE BEST),238769,238769,0
2015-10-01,October 2015,Other UK Airports,BELFAST INTERNATIONAL,386428,386428,0
2015-10-01,October 2015,Other UK Airports,BENBECULA,2780,2780,0
2015-10-01,October 2015,Other UK Airports,BIRMINGHAM,920484,920335,149
2015-10-01,October 2015,Other UK Airports,BLACKPOOL,2841,2841,0
2015-10-01,October 2015,Other UK Airports,BOURNEMOUTH,79677,79677,0
2015-10-01,October 2015,Other UK Airports,BRISTOL,640720,640190,530
2015-10-01,October 2015,Other UK Airports,CAMBRIDGE,415,415,0
2015-10-01,October 2015,Other UK Airports,CAMPBELTOWN,766,766,0
2015-10-01,October 2015,Other UK Airports,CARDIFF WALES,148357,148212,145
2015-10-01,October 2015,Other UK Airports,CITY OF DERRY (EGLINTON),24401,24401,0
2015-10-01,October 2015,Other UK Airports,COVENTRY,0,0,0
2015-10-01,October 2015,Other UK Airports,DONCASTER SHEFFIELD,81866,81679,187
2015-10-01,October 2015,Other UK Airports,DUNDEE,2114,2114,0
2015-10-01,October 2015,Other UK Airports,DURHAM TEES VALLEY,12134,11996,138
2015-10-01,October 2015,Other UK Airports,EAST MIDLANDS INTERNATIONAL,437206,436903,303
2015-10-01,October 2015,Other UK Airports,EDINBURGH,1002460,1002142,318
2015-10-01,October 2015,Other UK Airports,EXETER,74513,74513,0
2015-10-01,October 2015,London Area Airports,GATWICK,3615567,3615167,400
2015-10-01,October 2015,Other UK Airports,GLASGOW,836088,835600,488
2015-10-01,October 2015,Other UK Airports,GLOUCESTERSHIRE,921,919,2
2015-10-01,October 2015,Non UK Reporting Airports,GUERNSEY,79046,75753,3293
2015-10-01,October 2015,London Area Airports,HEATHROW,6565723,6562401,3322
2015-10-01,October 2015,Other UK Airports,HUMBERSIDE,17868,17786,82
2015-10-01,October 2015,Other UK Airports,INVERNESS,57335,57198,137
2015-10-01,October 2015,Other UK Airports,ISLAY,2764,2729,35
2015-10-01,October 2015,Non UK Reporting Airports,ISLE OF MAN,67900,67817,83
2015-10-01,October 2015,Other UK Airports,ISLES OF SCILLY (ST.MARYS),7354,7354,0
2015-10-01,October 2015,Non UK Reporting Airports,JERSEY,137057,135505,1552
2015-10-01,October 2015,Other UK Airports,KIRKWALL,13757,12620,1137
2015-10-01,October 2015,Other UK Airports,LANDS END (ST JUST),0,0,0
2015-10-01,October 2015,Other UK Airports,LEEDS BRADFORD,328628,328222,406
2015-10-01,October 2015,Other UK Airports,LERWICK (TINGWALL),394,394,0
2015-10-01,October 2015,Other UK Airports,LIVERPOOL (JOHN LENNON),394189,393368,821
2015-10-01,October 2015,London Area Airports,LONDON CITY,408386,408386,0
2015-10-01,October 2015,London Area Airports,LUTON,1149908,1149757,151
2015-10-01,October 2015,Other UK Airports,LYDD,39,39,0
2015-10-01,October 2015,Other UK Airports,MANCHESTER,2087677,2084468,3209
2015-10-01,October 2015,Other UK Airports,NEWCASTLE,413957,413752,205
2015-10-01,October 2015,Other UK Airports,NEWQUAY,19384,19180,204
2015-10-01,October 2015,Other UK Airports,NORWICH,43197,43197,0
2015-10-01,October 2015,Other UK Airports,PRESTWICK,63720,62955,765
2015-10-01,October 2015,Other UK Airports,SCATSTA,16436,16436,0
2015-10-01,October 2015,Other UK Airports,SHOREHAM,16,16,0
2015-10-01,October 2015,Other UK Airports,SOUTHAMPTON,150512,149266,1246
2015-10-01,October 2015,London Area Airports,SOUTHEND,81604,81604,0
2015-10-01,October 2015,London Area Airports,STANSTED,2041592,2041305,287
2015-10-01,October 2015,Other UK Airports,STORNOWAY,11187,11025,162
2015-10-01,October 2015,Other UK Airports,SUMBURGH,28873,28749,124
2015-10-01,October 2015,Other UK Airports,TIREE,880,866,14
2015-10-01,October 2015,Other UK Airports,WICK JOHN O GROATS,1827,1776,51
2015-11-01,November 2015,Other UK Airports,ABERDEEN,246916,246916,0
2015-11-01,November 2015,Non UK Reporting Airports,ALDERNEY,3793,3793,0
2015-11-01,November 2015,Other UK Airports,BARRA,609,609,0
2015-11-01,November 2015,Other UK Airports,BELFAST CITY (GEORGE BEST),200067,200067,0
2015-11-01,November 2015,Other UK Airports,BELFAST INTERNATIONAL,330096,330090,6
2015-11-01,November 2015,Other UK Airports,BENBECULA,2476,2476,0
2015-11-01,November 2015,Other UK Airports,BIGGIN HILL,0,0,0
2015-11-01,November 2015,Other UK Airports,BIRMINGHAM,692408,691205,1203
2015-11-01,November 2015,Other UK Airports,BLACKPOOL,2753,2753,0
2015-11-01,November 2015,Other UK Airports,BOURNEMOUTH,31415,31415,0
2015-11-01,November 2015,Other UK Airports,BRISTOL,412322,411885,437
2015-11-01,November 2015,Other UK Airports,CAMBRIDGE,206,206,0
2015-11-01,November 2015,Other UK Airports,CAMPBELTOWN,560,398,162
2015-11-01,November 2015,Other UK Airports,CARDIFF WALES,65020,65020,0
2015-11-01,November 2015,Other UK Airports,CITY OF DERRY (EGLINTON),25150,25150,0
2015-11-01,November 2015,Other UK Airports,COVENTRY,0,0,0
2015-11-01,November 2015,Other UK Airports,DONCASTER SHEFFIELD,54886,54880,6
2015-11-01,November 2015,Other UK Airports,DUNDEE,1816,1816,0
2015-11-01,November 2015,Other UK Airports,DURHAM TEES VALLEY,11288,11259,29
2015-11-01,November 2015,Other UK Airports,EAST MIDLANDS INTERNATIONAL,220694,220694,0
2015-11-01,November 2015,Other UK Airports,EDINBURGH,793529,793365,164
2015-11-01,November 2015,Other UK Airports,EXETER,46427,46427,0
2015-11-01,November 2015,London Area Airports,GATWICK,2631379,2631045,334
2015-11-01,November 2015,Other UK Airports,GLASGOW,617725,617298,427
2015-11-01,November 2015,Other UK Airports,GLOUCESTERSHIRE,731,731,0
2015-11-01,November 2015,Non UK Reporting Airports,GUERNSEY,69577,66137,3440
2015-11-01,November 2015,London Area Airports,HEATHROW,5585165,5582089,3076
2015-11-01,November 2015,Other UK Airports,HUMBERSIDE,15204,15155,49
2015-11-01,November 2015,Other UK Airports,INVERNESS,48314,48196,118
2015-11-01,November 2015,Other UK Airports,ISLAY,1979,1927,52
2015-11-01,November 2015,Non UK Reporting Airports,ISLE OF MAN,63512,63453,59
2015-11-01,November 2015,Other UK Airports,ISLES OF SCILLY (ST.MARYS),2722,2722,0
2015-11-01,November 2015,Non UK Reporting Airports,JERSEY,103346,101498,1848
2015-11-01,November 2015,Other UK Airports,KIRKWALL,11903,11009,894
2015-11-01,November 2015,Other UK Airports,LANDS END (ST JUST),2104,2085,19
2015-11-01,November 2015,Other UK Airports,LEEDS BRADFORD,163198,163180,18
2015-11-01,November 2015,Other UK Airports,LERWICK (TINGWALL),159,159,0
2015-11-01,November 2015,Other UK Airports,LIVERPOOL (JOHN LENNON),311046,310315,731
2015-11-01,November 2015,London Area Airports,LONDON CITY,354620,354620,0
2015-11-01,November 2015,London Area Airports,LUTON,844944,844913,31
2015-11-01,November 2015,Other UK Airports,LYDD,80,80,0
2015-11-01,November 2015,Other UK Airports,MANCHESTER,1475892,1473511,2381
2015-11-01,November 2015,Other UK Airports,NEWCASTLE,267835,267609,226
2015-11-01,November 2015,Other UK Airports,NEWQUAY,13465,13465,0
2015-11-01,November 2015,Other UK Airports,NORWICH,29828,29828,0
2015-11-01,November 2015,Other UK Airports,OXFORD (KIDLINGTON),0,0,0
2015-11-01,November 2015,Other UK Airports,PRESTWICK,21219,21210,9
2015-11-01,November 2015,Other UK Airports,SCATSTA,14682,14682,0
2015-11-01,November 2015,Other UK Airports,SHOREHAM,41,41,0
2015-11-01,November 2015,Other UK Airports,SOUTHAMPTON,119171,119171,0
2015-11-01,November 2015,London Area Airports,SOUTHEND,51547,51547,0
2015-11-01,November 2015,London Area Airports,STANSTED,1696166,1695793,373
2015-11-01,November 2015,Other UK Airports,STORNOWAY,10337,10137,200
2015-11-01,November 2015,Other UK Airports,SUMBURGH,21874,21674,200
2015-11-01,November 2015,Other UK Airports,TIREE,877,837,40
2015-11-01,November 2015,Other UK Airports,WICK JOHN O GROATS,1791,1791,0
2015-12-01,December 2015,Other UK Airports,ABERDEEN,240984,240984,0
2015-12-01,December 2015,Non UK Reporting Airports,ALDERNEY,3969,3969,0
2015-12-01,December 2015,Other UK Airports,BARRA,728,728,0
2015-12-01,December 2015,Other UK Airports,BELFAST CITY (GEORGE BEST),192865,192865,0
2015-12-01,December 2015,Other UK Airports,BELFAST INTERNATIONAL,315181,315095,86
2015-12-01,December 2015,Other UK Airports,BENBECULA,2383,2383,0
2015-12-01,December 2015,Other UK Airports,BIRMINGHAM,683225,682741,484
2015-12-01,December 2015,Other UK Airports,BLACKPOOL,2764,2764,0
2015-12-01,December 2015,Other UK Airports,BOURNEMOUTH,31421,31421,0
2015-12-01,December 2015,Other UK Airports,BRISTOL,412796,412556,240
2015-12-01,December 2015,Other UK Airports,CAMBRIDGE,224,224,0
2015-12-01,December 2015,Other UK Airports,CAMPBELTOWN,444,393,51
2015-12-01,December 2015,Other UK Airports,CARDIFF WALES,64060,64060,0
2015-12-01,December 2015,Other UK Airports,CITY OF DERRY (EGLINTON),21323,21323,0
2015-12-01,December 2015,Other UK Airports,COVENTRY,0,0,0
2015-12-01,December 2015,Other UK Airports,DONCASTER SHEFFIELD,52475,52475,0
2015-12-01,December 2015,Other UK Airports,DUNDEE,1771,1771,0
2015-12-01,December 2015,Other UK Airports,DURHAM TEES VALLEY,11524,11485,39
2015-12-01,December 2015,Other UK Airports,EAST MIDLANDS INTERNATIONAL,202965,202747,218
2015-12-01,December 2015,Other UK Airports,EDINBURGH,753805,753805,0
2015-12-01,December 2015,Other UK Airports,EXETER,46297,46297,0
2015-12-01,December 2015,London Area Airports,GATWICK,2703428,2702615,813
2015-12-01,December 2015,Other UK Airports,GLASGOW,569048,568775,273
2015-12-01,December 2015,Other UK Airports,GLOUCESTERSHIRE,700,700,0
2015-12-01,December 2015,Non UK Reporting Airports,GUERNSEY,68319,64895,3424
2015-12-01,December 2015,London Area Airports,HEATHROW,5903678,5900859,2819
2015-12-01,December 2015,Other UK Airports,HUMBERSIDE,16217,16187,30
2015-12-01,December 2015,Other UK Airports,INVERNESS,45237,45021,216
2015-12-01,December 2015,Other UK Airports,ISLAY,1499,1458,41
2015-12-01,December 2015,Non UK Reporting Airports,ISLE OF MAN,63215,63180,35
2015-12-01,December 2015,Other UK Airports,ISLES OF SCILLY (ST.MARYS),3408,3408,0
2015-12-01,December 2015,Non UK Reporting Airports,JERSEY,104742,103093,1649
2015-12-01,December 2015,Other UK Airports,KIRKWALL,11471,10631,840
2015-12-01,December 2015,Other UK Airports,LANDS END (ST JUST),2842,2815,27
